Publishing Date,Headlines,Category
2/27/2008,"['KSE crosses 15,000-point mark on selective buying in blue chips']",Market
2/29/2008,"['KSE gains 58 points, hits fresh high of 15,078']",Market
3/1/2008,['KSE falls 144 points on profit-taking'],Market
3/2/2008,['Weekend profit-taking puts KSE in consolidation mode'],Market
3/4/2008,['KSE loses 117 points as selling spree continues'],Market
3/5/2008,['KSE loses 80 points on panic selling'],Market
3/7/2008,"['KSE hits lifetime high on oil-driven rally', 'KSE signs MoU with Dubai Financial Market']",Market
3/8/2008,"['KSE down 58 points as investors offload on strength', 'Borse Dubai eyes 40pc stake in KSE']",Market
3/9/2008,['Local investors push KSE up 151 points'],Market
3/12/2008,['Volatile KSE sees modest gains on institutional support'],Market
3/13/2008,"['KSE surges 228 points to hit record high at 15,171']",Market
3/14/2008,['Karachi stocks dip by 96.50 points'],Market
3/15/2008,['Offloading in banking sector lops gains on KSE'],Market
3/16/2008,"['KSE manages to consolidate above 15,000 points']",Market
3/18/2008,['KSE suffers mild correction in range-bound session'],Market
3/19/2008,['Karachi stocks fall heavily by 317 points'],Market
3/20/2008,['KSE 100-share index regains 238 points'],Market
3/21/2008,['Late buying allows modest recovery on KSE'],Market
3/25/2008,['KSE hits record high as market welcomes new PM'],Market
3/26/2008,['KSE closes off record high with moderate losses'],Market
3/27/2008,"['KSE hits new record, rises 76 points']",Market
3/28/2008,"['Moderate gains on KSE allow fresh high for index', 'KSE seeks extension in CGT exemption']",Market
3/29/2008,['KSE closes off highs with modest losses'],Market
3/30/2008,['KSE registers fresh gains pushing'],Market
4/2/2008,"['Buying on dips helps KSE recover overnight losses', 'KSE seeks further delay in levying CGT despite robust growth']",Market
4/3/2008,"['KSE sets new high of 15,333 points']",Market
4/4/2008,['KSE rises 12 points amid profit-taking'],Market
4/5/2008,"['KSE scales new peak at 15,472 points']",Market
4/6/2008,['KSE at all time high despite selling by foreign funds'],Market
4/8/2008,['KSE 100-index edges down by 2.71 points'],Market
4/9/2008,['Karachi stocks inch up by 4 points'],Market
4/10/2008,['Short-covering trims KSE losses to 70 points'],Market
4/11/2008,['Karachi stocks dip 99 points'],Market
4/12/2008,"['CCP issues notice to KSE', 'Karachi stocks up 126 points on foreign buying']",Market
4/13/2008,['Profit-taking trims KSE gains by 42 points'],Market
4/15/2008,['Short-covering allows modest gains on KSE'],Market
4/16/2008,"['KSE hits all-time high of 15,538 points']",Market
4/17/2008,['KSE rises two points at fresh high on foreign support'],Market
4/19/2008,['KSE closes week with forward march'],Market
4/22/2008,['KSE takes a breather inches down 21 points'],Market
4/23/2008,['KSE down 111 points on profit-taking in overbought market'],Market
4/24/2008,['Buying in E&P stocks pares losses on KSE to 73 points'],Market
4/25/2008,"['KSE downspin continues, index another loses 165 points']",Market
4/26/2008,['KSE 100-share index regains 130 points'],Market
4/27/2008,['Rollover week causes selling pressure on KSE'],Market
4/29/2008,['Buying in oil sector allows modest recovery on KSE'],Market
4/30/2008,['KSE down 162 points on margin hunting'],Market
5/1/2008,['KSE loses 195 points as downspin continues'],Market
5/3/2008,['KSE records another significant decline of 166 points'],Market
5/4/2008,['KSE sinks to 10-week low on post-result season sale'],Market
5/6/2008,['KSE registers another big decline of 284 points'],Market
5/7/2008,"['KSE falls for fifth straight day, index dips 264 points']",Market
5/8/2008,['KSE-100 index gains 46 points amid market recovery'],Market
5/9/2008,"['KSE a symbol of what Pakistan will be: US envoy', 'KSE falls 67 points due to impact of MSCI changes']",Market
5/11/2008,['KSE registers year’s biggest decline in a week'],Market
5/13/2008,['KSE 100-share index gains 56 points'],Market
5/14/2008,"['KSE up 256 points as political scenario clears', 'Another computer glitch hits KSE']",Market
5/15/2008,['KSE rises 51 points on banking stocks’ support'],Market
5/16/2008,['KSE falls 114 points on absence of buyers'],Market
5/17/2008,['KSE tumbles 247 points on ratings downgrade'],Market
5/18/2008,['Little hope for KSE rebound despite positive closing'],Market
5/20/2008,"['KSE loses 14,000-point level on CGT fears']",Market
5/21/2008,['SHC issues notice to KSE'],Market
5/22/2008,['KSE sees moderate recovery of 71 points'],Market
5/23/2008,['KSE falls 347 points on panic selling'],Market
5/24/2008,['KSE crashes'],Market
5/25/2008,"['KSE sees record fall of 1,221 points in a week']",Market
5/27/2008,['Karachi stocks tumble 427 points'],Market
5/28/2008,"['KSE regains 237 points as cap on banks’ exposure to equities deferred', 'US Senator, CG visit KSE']",Market
5/29/2008,['KSE plunges 567 points as rumours trigger panic selling'],Market
5/30/2008,"['KSE opposes capital gains tax', 'KSE recovers with modest 20 points']",Market
5/31/2008,"['KSE gets new chairman', 'KSE ends week at nine-month low']",Market
6/1/2008,['KSE falls on manoeuvring to ward off CGT levy'],Market
6/3/2008,['KSE gains 151 points as buyers bag chips on discount'],Market
6/4/2008,"['KSE recovers 198 points on active accumulation', 'KSE announces top 25 cos’ names']",Market
6/5/2008,"['KSE to pay around Rs5bn in taxes: MD', 'KSE jumps 610 points on CGT exemption extension']",Market
6/6/2008,"['SHC modifies interim order in KSE-CCP row', 'KSE loses 35 points as uncertainty triggers profit-taking']",Market
6/7/2008,['KSE gains 81 points on selective buying'],Market
6/8/2008,"['KSE recovers 1,004 points as govt extends CGT exemption']",Market
6/10/2008,"['KSE loses 226 points on budget, political uncertainty']",Market
6/12/2008,"['KSE gains 138 points on buying in banking, cement stocks']",Market
6/13/2008,['KSE up nine points on cautious buying'],Market
6/14/2008,['KSE falls 84 points on profit-taking'],Market
6/15/2008,['Lacklustre week on KSE ends with 193 points loss'],Market
6/17/2008,['KSE crashes 497 points as investors lose confidence'],Market
6/18/2008,['Selective buying helps KSE gain 54 points'],Market
6/19/2008,['KSE falls 237 points on news of CVT rate hike'],Market
6/20/2008,['KSE down 390 points to hit 14-months low'],Market
6/21/2008,['KSE falls 216 points as foreign funds take exit'],Market
6/22/2008,"['KSE falls 10pc on fear of taxes, rate hike']",Market
6/24/2008,['Karachi stocks fall 493 points on short-selling'],Market
6/25/2008,['KSE leaps 960 points to post highest-ever increase in a day'],Market
6/26/2008,"['PTCL to lay high-speed network at KSE', 'KSE gains another 308 points, outlook uncertain']",Market
6/27/2008,['Technical correction trims gains on KSE to 21 points'],Market
6/28/2008,['KSE falls 99 points amid six-year low turnover'],Market
6/29/2008,['Interim regulatory changes cause temporary recovery on KSE'],Market
7/1/2008,['KSE 64 points down in lowest trade in a decade'],Market
7/2/2008,['Karachi stocks fall by another 67 points'],Market
7/3/2008,['KSE 100-share index drops 95.45 points'],Market
7/4/2008,['KSE 100-share index sheds 91 points'],Market
7/6/2008,['Gloomy events take heavy toll on KSE throughout week'],Market
7/8/2008,['Bearish trend persists on KSE'],Market
7/9/2008,['KSE 100-share index loses 65 points on rupee depreciation'],Market
7/10/2008,['KSE 100-share index down 16 points'],Market
7/11/2008,['Karachi Stock Exchange sheds 23 points'],Market
7/13/2008,['KSE 100-share index continued to fall throughout week'],Market
7/15/2008,['KSE suffers massive correction as index plunges 518 points'],Market
7/17/2008,['KSE to collect margins in installments'],Market
7/18/2008,['Angry investors storm KSE'],Market
7/19/2008,['KSE recovers 22 points after massive losses'],Market
7/20/2008,"['KSE falls 1,461 points as panic selling continues']",Market
7/22/2008,['KSE gains 139 points on thin volumes'],Market
7/23/2008,['KSE up 410 points as investors garner confidence'],Market
7/24/2008,['KSE gains 234 points as bull-run continues'],Market
7/25/2008,['Short-covering helps KSE gain 138 points'],Market
7/26/2008,['KSE sheds 124 points as investors book profits'],Market
7/27/2008,['Revival of positive sentiments help KSE gain 797 points'],Market
7/29/2008,['KSE falls 453 points on fears of discount rate hike'],Market
7/30/2008,['Short-covering reduces KSE losses to 130 points'],Market
7/31/2008,['KSE up 404 points as monetary policy meets market expectations'],Market
8/1/2008,['KSE falls 269 points as investors'],Market
8/2/2008,['KSE falls 412 points to hit 18-month low'],Market
8/3/2008,['KSE falls 861 points on interest rate hike'],Market
8/5/2008,['KSE falls 318 points to hit 23-month low'],Market
8/6/2008,['KSE 100-share index recovers 189 points'],Market
8/7/2008,['KSE loses 363 points to hit fresh low on panic selling'],Market
8/8/2008,['Institutional buying helps KSE gain 28 points'],Market
8/9/2008,['KSE gains 202 points as companies seek to buy back shares'],Market
8/10/2008,['KSE falls 262 points amid efforts to restore investor confidence'],Market
8/12/2008,['KSE gains 262 points on Pakistan’s rating news'],Market
8/13/2008,['KSE falls 208 points as investors book profits on available margins'],Market
8/14/2008,"['KSE sinks to 9,902 points as investors lose confidence']",Market
8/16/2008,['KSE rebounds 356 points on expected political stability'],Market
8/17/2008,['KSE gains 349 points on weekend buying spree'],Market
8/19/2008,['KSE gains 461 points on euphoric buying'],Market
8/20/2008,['KSE up 199 points as profit-taking trims earlier gains'],Market
8/21/2008,['KSE falls 393 points as political disputes linger'],Market
8/22/2008,['KSE falls 289 points as rating issue triggers panic selling'],Market
8/23/2008,"['KSE falls below 10,000 points on political uncertainty']",Market
8/24/2008,['KSE falls 265 points as political instability haunts investors'],Market
8/26/2008,['KSE down 180 points over political situation'],Market
8/27/2008,['KSE falls 383 points to hit 26-month low'],Market
8/28/2008,['KSE falls 285 points to hit fresh lows on margin calls'],Market
8/29/2008,['KSE gains meagre 52 points as regulatory steps stop freefall'],Market
8/30/2008,['KSE inches up four points on foreign buying'],Market
8/31/2008,"['Regulatory crutches prevent  KSE from falling below 9,000 level']",Market
9/2/2008,"['KSE index up two points on regulatory support', 'KSE board saved brokers from bankruptcy', 'KSE to launch first co-branded Islamic index']",Market
9/3/2008,['KSE gains 19 points on 8-week low volume'],Market
9/4/2008,['Regulated KSE gains nine points in range-bound trading'],Market
9/6/2008,['KSE up 102 points as positive news stoke investor confidence'],Market
9/7/2008,['Fixing ‘floor’ price on KSE invites slight recovery'],Market
9/9/2008,"['Floor must stay, demands KSE general body meeting']",Market
9/10/2008,['KSE accepts brokers’ demand floor stays'],Market
9/11/2008,['KSE back on rails as oil giant moves to buy back shares'],Market
9/12/2008,"['Stocks tumble on KSE as US, Pakistan exchange harsh words']",Market
9/14/2008,['KSE falls 88 points on strained Pak-US ties'],Market
9/16/2008,['KSE falls 20 points on fear of floor removal'],Market
9/18/2008,['KSE falls further on near decade low turnover'],Market
9/19/2008,['KSE loses 14 points on turmoil in global markets'],Market
9/23/2008,"['KSE breaks decade low turnover record in absence of buyers', 'KSE, SBP to introduce another stabilisation fund worth Rs20bn']",Market
9/24/2008,"['KSE bans short-selling', 'KSE ebbs lower as foreign funds offload']",Market
9/25/2008,['KSE Board’s measures not enough to rescue market'],Market
9/26/2008,"['KSE floor stays', 'Record low trading on KSE sees most actives closing flat']",Market
9/28/2008,['Lull prevails on KSE as trading falls to record low'],Market
10/1/2008,"['KSE requires Rs30-40bn to stabilise near 9,000 points']",Market
10/5/2008,['KSE sees decade low turnover in Ramazan'],Market
10/6/2008,['KSE seeks govt guarantees on losses'],Market
10/7/2008,['Insipid KSE sees zilch trading on futures counter'],Market
10/8/2008,['Single trade helps KSE gain 2.51 points'],Market
10/9/2008,"['KSE down 2.75 points, CFS rate hits 56pc']",Market
10/10/2008,"['Late buying allows KSE to gain 2.62 points', 'KSE’s floor future linked to Tareen’s US trip']",Market
10/11/2008,"['KSE, SECP meeting today', 'KSE closes flat as investors abandon bourse']",Market
10/12/2008,"['SECP, KSE await Tareen’s word']",Market
10/13/2008,['Trading on KSE to resume today'],Market
10/14/2008,['Single trade helps insipid KSE close 2.89 points up'],Market
10/15/2008,"['KSE floor to go on 27th', 'Turnover dips to 13-year low on KSE']",Market
10/17/2008,['KSE stays put as end of floor mechanism nears'],Market
10/18/2008,['KSE to open separate counter for defaulters'],Market
10/21/2008,['KSE hits fresh low as buyers bypass floor in out of market deals'],Market
10/22/2008,['Insipid KSE gains 2.5 points on single buying entry'],Market
10/23/2008,['LSE beats KSE'],Market
10/24/2008,['Bailout package news fails to move sentiments on KSE'],Market
10/25/2008,"['KSE closes flat as bailout package fails to lift sentiments', 'KSE to hold special session today']",Market
10/26/2008,"['KSE members demand liquidity before price freeze ends', 'Off market trade up 133pc as KSE volumes hit historical lows']",Market
10/27/2008,"['Floor to remain on KSE', '‘KSE should be handed over to Dubai’']",Market
10/28/2008,['Lull prevails on KSE as floor removal delayed further'],Market
10/30/2008,['KSE sees thin activity in blue chips after long pause'],Market
11/4/2008,['KSE shows slight improvement as index edges up'],Market
11/6/2008,['KSE members served loss notices'],Market
11/7/2008,['Static KSE awaits big downslide after floor removal'],Market
11/8/2008,"['Two KSE members get default notices', 'KSE sees only 19 actives amid record low volume']",Market
11/9/2008,['KSE insipid as investors await'],Market
11/13/2008,['Interest rate hike worsens sentiments on KSE'],Market
11/14/2008,"['KSE sees trade in blue chips after long pause', 'SECP, KSE meeting']",Market
11/16/2008,"['KSE remains dismal, off-market discount rises to 35pc']",Market
11/18/2008,"['SHC issues notice to attorney-general on KSE, PBA petitions']",Market
11/19/2008,['KSE may give CDA billion rupee bloody nose'],Market
11/20/2008,['KSE sees activity in low-tier stocks on positive news'],Market
11/21/2008,['KSE insipid as hopes of bailout package fade'],Market
